0;0
0.008747;-0.002777
0.01742;-0.005319
0.02601;-0.007629
0.03453;-0.009709
0.04297;-0.01156
0.05134;-0.01319
0.05963;-0.0146
0.06785;-0.01578
0.07599;-0.01675
0.08405;-0.0175
0.09204;-0.01804
0.09995;-0.01837
0.1078;-0.01849
0.1155;-0.0184
0.1232;-0.01811
0.1308;-0.01762
0.1384;-0.01693
0.1458;-0.01604
0.1532;-0.01496
0.1605;-0.01368
0.1677;-0.01222
0.1749;-0.01057
0.182;-0.008737
0.189;-0.00672
0.1959;-0.004523
0.2027;-0.002148
0.2095;0.0004014
0.2162;0.003124
0.2228;0.006018
0.2294;0.009079
0.2358;0.01231
0.2422;0.0157
0.2486;0.01925
0.2548;0.02296
0.261;0.02683
0.2671;0.03085
0.2731;0.03502
0.279;0.03934
0.2849;0.04381
0.2907;0.04842
0.2964;0.05318
0.302;0.05807
0.3076;0.0631
0.3131;0.06827
0.3185;0.07357
0.3238;0.079
0.3291;0.08456
0.3343;0.09024
0.3394;0.09605
0.3444;0.102
0.3494;0.108
0.3542;0.1142
0.3591;0.1205
0.3638;0.1268
0.3684;0.1333
0.373;0.1399
0.3775;0.1466
0.382;0.1535
0.3863;0.1604
0.3906;0.1674
0.3948;0.1745
0.3989;0.1817
0.403;0.1889
0.4069;0.1963
0.4109;0.2038
0.4147;0.2113
0.4184;0.2189
0.4221;0.2266
0.4257;0.2344
0.4292;0.2422
0.4327;0.2502
0.4361;0.2581
0.4394;0.2662
0.4426;0.2743
0.4457;0.2825
0.4488;0.2907
0.4518;0.299
0.4547;0.3074
0.4576;0.3158
0.4603;0.3242
0.463;0.3327
0.4657;0.3412
0.4682;0.3498
0.4707;0.3585
0.4731;0.3671
0.4754;0.3758
0.4776;0.3846
0.4798;0.3933
0.4819;0.4021
0.4839;0.4109
0.4859;0.4198
0.4877;0.4286
0.4895;0.4375
0.4913;0.4464
0.4929;0.4553
0.4945;0.4642
0.496;0.4732
0.4974;0.4821
0.4987;0.4911
0.5;0.5
0.5012;0.5089
0.5023;0.5179
0.5034;0.5268
0.5043;0.5358
0.5052;0.5447
0.506;0.5536
0.5068;0.5625
0.5075;0.5714
0.5081;0.5802
0.5086;0.5891
0.509;0.5979
0.5094;0.6067
0.5097;0.6154
0.5099;0.6242
0.5101;0.6329
0.5101;0.6415
0.5101;0.6502
0.51;0.6588
0.5099;0.6673
0.5097;0.6758
0.5094;0.6842
0.509;0.6926
0.5085;0.701
0.508;0.7093
0.5074;0.7175
0.5067;0.7257
0.506;0.7338
0.5051;0.7419
0.5042;0.7498
0.5033;0.7578
0.5022;0.7656
0.5011;0.7734
0.4999;0.7811
0.4986;0.7887
0.4973;0.7962
0.4959;0.8037
0.4944;0.8111
0.4928;0.8183
0.4911;0.8255
0.4894;0.8326
0.4876;0.8396
0.4857;0.8465
0.4838;0.8534
0.4818;0.8601
0.4797;0.8667
0.4775;0.8732
0.4753;0.8795
0.473;0.8858
0.4706;0.892
0.4681;0.898
0.4656;0.904
0.4629;0.9098
0.4602;0.9154
0.4575;0.921
0.4546;0.9264
0.4517;0.9317
0.4487;0.9369
0.4457;0.9419
0.4425;0.9468
0.4393;0.9516
0.436;0.9562
0.4327;0.9607
0.4292;0.965
0.4257;0.9692
0.4222;0.9732
0.4185;0.977
0.4148;0.9808
0.411;0.9843
0.4071;0.9877
0.4031;0.9909
0.3991;0.994
0.395;0.9969
0.3908;0.9996
0.3866;1.002
0.3822;1.005
0.3778;1.007
0.3734;1.009
0.3688;1.011
0.3642;1.012
0.3595;1.014
0.3547;1.015
0.3499;1.016
0.345;1.017
0.34;1.018
0.3349;1.018
0.3298;1.018
0.3245;1.018
0.3193;1.018
0.3139;1.018
0.3085;1.018
0.3029;1.017
0.2974;1.016
0.2917;1.015
0.286;1.013
0.2802;1.012
0.2743;1.01
0.2683;1.008
0.2623;1.005
0.2562;1.003
0.25;1
0.2437;0.997
0.2374;0.9937
0.231;0.9903
0.2246;0.9866
0.218;0.9826
0.2114;0.9785
0.2048;0.9741
0.198;0.9695
0.1912;0.9647
0.1844;0.9597
0.1775;0.9545
0.1705;0.949
0.1635;0.9434
0.1564;0.9376
0.1493;0.9315
0.1421;0.9253
0.1348;0.9189
0.1276;0.9123
0.1202;0.9055
0.1128;0.8985
0.1054;0.8914
0.09795;0.884
0.09043;0.8765
0.08288;0.8689
0.07529;0.861
0.06766;0.853
0.05999;0.8448
0.05229;0.8365
0.04456;0.828
0.03679;0.8194
0.02899;0.8106
0.02117;0.8016
0.01331;0.7925
0.005433;0.7833
-0.002472;0.7739
-0.0104;0.7644
-0.01835;0.7548
-0.02632;0.745
-0.03431;0.7351
-0.04232;0.7251
-0.05034;0.7149
-0.05838;0.7046
-0.06643;0.6942
-0.07449;0.6837
-0.08256;0.6731
-0.09064;0.6624
-0.09873;0.6515
-0.1068;0.6406
-0.1149;0.6296
-0.123;0.6184
-0.1311;0.6072
-0.1392;0.5959
-0.1473;0.5845
-0.1554;0.573
-0.1635;0.5614
-0.1716;0.5497
-0.1797;0.538
-0.1878;0.5262
-0.1958;0.5143
-0.2039;0.5023
-0.2119;0.4903
-0.22;0.4782
-0.228;0.4661
-0.236;0.4539
-0.2439;0.4416
-0.2519;0.4293
-0.2598;0.4169
-0.2677;0.4045
-0.2756;0.3921
-0.2835;0.3796
-0.2913;0.367
-0.2991;0.3545
-0.3069;0.3419
-0.3146;0.3293
-0.3223;0.3166
-0.33;0.3039
-0.3376;0.2912
-0.3452;0.2785
-0.3528;0.2658
-0.3603;0.2531
-0.3678;0.2403
-0.3752;0.2275
-0.3826;0.2148
-0.39;0.202
-0.3973;0.1893
-0.4045;0.1765
-0.4117;0.1638
-0.4188;0.151
-0.4259;0.1383
-0.433;0.1256
-0.44;0.1129
-0.4469;0.1002
-0.4537;0.08758
-0.4605;0.07496
-0.4673;0.06237
-0.474;0.04982
-0.4806;0.03731
-0.4871;0.02483
-0.4936;0.01239
-0.5;0
-0.5063;-0.01234
-0.5126;-0.02464
-0.5188;-0.03688
-0.5249;-0.04906
-0.5309;-0.06119
-0.5369;-0.07326
-0.5428;-0.08526
-0.5486;-0.09719
-0.5543;-0.1091
-0.5599;-0.1208
-0.5655;-0.1326
-0.571;-0.1442
-0.5763;-0.1557
-0.5816;-0.1672
-0.5868;-0.1786
-0.5919;-0.1899
-0.5969;-0.2011
-0.6018;-0.2122
-0.6067;-0.2232
-0.6114;-0.2341
-0.616;-0.2449
-0.6205;-0.2556
-0.6249;-0.2662
-0.6292;-0.2767
-0.6334;-0.287
-0.6375;-0.2972
-0.6415;-0.3074
-0.6454;-0.3173
-0.6492;-0.3272
-0.6528;-0.3369
-0.6564;-0.3465
-0.6598;-0.356
-0.6631;-0.3653
-0.6663;-0.3745
-0.6693;-0.3836
-0.6723;-0.3925
-0.6751;-0.4012
-0.6778;-0.4098
-0.6804;-0.4182
-0.6828;-0.4265
-0.6852;-0.4346
-0.6873;-0.4426
-0.6894;-0.4504
-0.6913;-0.458
-0.6931;-0.4655
-0.6948;-0.4727
-0.6963;-0.4798
-0.6977;-0.4867
-0.6989;-0.4935
-0.7;-0.5
